,Type,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,Year,Month,geometry,index_right,FID,lsoa11cd,lsoa11nm,IMDRank,IMDDecil,Shape__Area,Shape__Length,LSOA_code
333053,Person and Vehicle search,0.0,,51.57156,-0.011895,Male,18-24,Asian/Asian British - Pakistani,Asian,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.011895 51.57156),,,,,,,,,
333059,Person search,0.0,,51.540531,0.051069,Male,18-24,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.051069 51.540531),4244.0,4245.0,E01003531,Newham 010C,8410.0,3.0,578243.395799637,3643.72454843253,E01003531
333246,Person search,0.0,,51.496104,-0.19489,Male,18-24,White - Any other White background,Other,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (-0.19489 51.496104),1753.0,1754.0,E01002813,Kensington and Chelsea 011A,24398.0,8.0,282701.577575684,3496.7673506494,E01002813
333400,Person search,0.0,,51.554937,0.060301,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,Offender given penalty notice,,,2017,9,POINT (0.060301 51.554937),4289.0,4290.0,E01003576,Newham 002A,4849.0,2.0,373373.127002716,4592.32831076347,E01003576
333460,Person search,0.0,,51.501988,-0.42405,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.42405 51.501988),1360.0,1361.0,E01002407,Hillingdon 030A,11705.0,4.0,1247651.17694092,6931.54263778986,E01002407
333525,Person and Vehicle search,0.0,,51.461858,-0.185401,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.185401 51.461858),5187.0,5188.0,E01004514,Wandsworth 012C,25454.0,8.0,423000.436134338,4058.92884117992,E01004514
333599,Person and Vehicle search,0.0,,51.646763,-0.193205,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.193205 51.646763),284.0,285.0,E01000289,Barnet 004D,4786.0,2.0,746009.478164673,4983.52817740369,E01000289
333681,Person and Vehicle search,0.0,,51.457685,-0.124779,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.124779 51.457685),3742.0,3743.0,E01003019,Lambeth 015A,15377.0,5.0,384551.628807068,3201.72077815439,E01003019
333695,Person search,0.0,,51.547097,-0.009573,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.009573 51.547097),,,,,,,,,
333735,Person search,0.0,,51.516551,-0.208264,Male,18-24,Black/African/Caribbean/Black British - African,Black,Articles for use in criminal damage,Offender given penalty notice,,,2017,10,POINT (-0.208264 51.516551),1771.0,1772.0,E01002831,Kensington and Chelsea 004C,5299.0,2.0,288493.398864746,3285.55190364775,E01002831
333746,Person search,0.0,,51.55891,0.070161,Male,18-24,Other ethnic group - Not stated,Asian,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.070161 51.55891),4433.0,4434.0,E01003728,Redbridge 032A,8420.0,3.0,692947.22460556,7580.66432860451,E01003728
333832,Person and Vehicle search,0.0,,51.493178,0.129128,Male,18-24,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.129128 51.493178),458.0,459.0,E01000464,Bexley 002D,10479.0,4.0,375685.976043701,3101.75559537149,E01000464
333833,Person search,0.0,,51.539861,0.005585,Male,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.005585 51.539861),4327.0,4328.0,E01003618,Newham 012C,9706.0,3.0,416022.030571461,3458.61981062416,E01003618
333836,Person search,0.0,,51.539861,0.005585,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.005585 51.539861),4327.0,4328.0,E01003618,Newham 012C,9706.0,3.0,416022.030571461,3458.61981062416,E01003618
333940,Person search,0.0,,51.532927,-0.241576,Male,over 34,Other ethnic group - Not stated,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.241576 51.532927),,,,,,,,,
333954,Person and Vehicle search,0.0,,51.506744,-0.245956,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.245956 51.506744),2114.0,2115.0,E01001243,Ealing 024D,10522.0,4.0,566376.006118774,3830.50222336316,E01001243
333967,Person and Vehicle search,0.0,,51.646763,-0.193205,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.193205 51.646763),284.0,285.0,E01000289,Barnet 004D,4786.0,2.0,746009.478164673,4983.52817740369,E01000289
333989,Person and Vehicle search,0.0,,51.418361,-0.137233,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Articles for use in criminal damage,Offender given penalty notice,,,2017,10,POINT (-0.137233 51.418361),3868.0,3869.0,E01003146,Lambeth 035E,10705.0,4.0,321614.730453491,2953.2959595516,E01003146
334157,Person and Vehicle search,0.0,,51.506683,-0.25335,Male,18-24,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.25335 51.506683),2115.0,2116.0,E01001244,Ealing 024E,8569.0,3.0,545906.693634033,5156.56970866842,E01001244
334247,Person search,0.0,,51.404012,-0.292691,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.292691 51.404012),3690.0,3691.0,E01002966,Kingston upon Thames 010C,25187.0,8.0,1279223.97662354,7179.57798743437,E01002966
334289,Person search,0.0,,51.551193,0.055905,Male,25-34,Other ethnic group - Not stated,Asian,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.055905 51.551193),4294.0,4295.0,E01003581,Newham 002B,9714.0,3.0,265612.785114288,2418.06432793616,E01003581
334532,Person and Vehicle search,0.0,,51.549497,0.044333,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.044333 51.549497),4304.0,4305.0,E01003591,Newham 004D,6209.0,2.0,434553.763235092,3989.56205282548,E01003591
334533,Person and Vehicle search,0.0,,51.549497,0.044333,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.044333 51.549497),4304.0,4305.0,E01003591,Newham 004D,6209.0,2.0,434553.763235092,3989.56205282548,E01003591
334570,Person search,0.0,,51.511143,-0.127427,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.127427 51.511143),5397.0,5398.0,E01004734,Westminster 018A,7933.0,3.0,825953.980491638,7044.84635475906,E01004734
334723,Person search,0.0,,51.567455,-0.231254,Male,25-34,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.231254 51.567455),490.0,491.0,E01000497,Brent 011A,11593.0,4.0,788285.900741577,5038.07644877856,E01000497
334777,Person and Vehicle search,0.0,,51.510692,0.039266,Male,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.039266 51.510692),4227.0,4228.0,E01003514,Newham 036C,5315.0,2.0,456127.562641144,4330.95179657895,E01003514
334792,Person search,0.0,,51.412414,-0.312812,Male,18-24,Other ethnic group - Any other ethnic group,Asian,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.312812 51.412414),4539.0,4540.0,E01003834,Richmond upon Thames 022A,27946.0,9.0,2790046.9052124,12646.9746792701,E01003834
334800,Person and Vehicle search,0.0,,51.518616,-0.219267,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.219267 51.518616),1816.0,1817.0,E01002876,Kensington and Chelsea 003A,14225.0,5.0,329063.098648071,2753.36870926034,E01002876
334843,Person and Vehicle search,0.0,,51.536432,0.068376,Male,18-24,Asian/Asian British - Bangladeshi,Asian,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.068376 51.536432),6.0,7.0,E01000008,Barking and Dagenham 015B,5010.0,2.0,499373.306308746,6283.24888554106,E01000008
334844,Person and Vehicle search,0.0,,51.536432,0.068376,Male,18-24,Asian/Asian British - Indian,Asian,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.068376 51.536432),6.0,7.0,E01000008,Barking and Dagenham 015B,5010.0,2.0,499373.306308746,6283.24888554106,E01000008
334845,Person and Vehicle search,0.0,,51.536432,0.068376,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.068376 51.536432),6.0,7.0,E01000008,Barking and Dagenham 015B,5010.0,2.0,499373.306308746,6283.24888554106,E01000008
334883,Person search,0.0,,51.493694,0.05689,Male,18-24,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.05689 51.493694),2564.0,2565.0,E01001712,Greenwich 004D,7387.0,3.0,425874.519611359,4190.9598471995,E01001712
334998,Person and Vehicle search,0.0,,51.549497,0.044333,Male,18-24,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.044333 51.549497),4304.0,4305.0,E01003591,Newham 004D,6209.0,2.0,434553.763235092,3989.56205282548,E01003591
335060,Person search,0.0,,51.514434,-0.218032,Male,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.218032 51.514434),1820.0,1821.0,E01002880,Kensington and Chelsea 005D,3215.0,1.0,166325.273574829,2192.34345825043,E01002880
335066,Person search,0.0,,51.514434,-0.218032,Male,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.218032 51.514434),1820.0,1821.0,E01002880,Kensington and Chelsea 005D,3215.0,1.0,166325.273574829,2192.34345825043,E01002880
335087,Person search,0.0,,51.395922,0.117075,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.117075 51.395922),704.0,705.0,E01000719,Bromley 019A,10496.0,4.0,892822.392677307,6158.61045348375,E01000719
335156,Vehicle search,0.0,,51.519231,-0.057418,,18-24,Asian/Asian British - Bangladeshi,Asian,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.057418 51.519231),4997.0,4998.0,E01004322,Tower Hamlets 017A,6983.0,3.0,360944.363334656,4045.42916486007,E01004322
335161,Person search,0.0,,51.500808,-0.190237,Male,18-24,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.190237 51.500808),1829.0,1830.0,E01002889,Kensington and Chelsea 010B,26867.0,9.0,298400.03074646,3099.07899797056,E01002889
335211,Person search,0.0,,51.552733,0.020576,Male,25-34,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.020576 51.552733),4259.0,4260.0,E01003546,Newham 001C,6455.0,2.0,292473.835402489,3813.75101199277,E01003546
335258,Person and Vehicle search,0.0,,51.542549,0.192552,Male,18-24,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.192552 51.542549),1220.0,1221.0,E01002266,Havering 027A,18799.0,6.0,886477.777427673,6289.27766937729,E01002266
335260,Person and Vehicle search,0.0,,51.52377,0.026155,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.026155 51.52377),4315.0,4316.0,E01003602,Newham 026C,10115.0,4.0,302612.392692566,3085.94536334907,E01003602
335262,Person and Vehicle search,0.0,,51.52377,0.026155,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.026155 51.52377),4315.0,4316.0,E01003602,Newham 026C,10115.0,4.0,302612.392692566,3085.94536334907,E01003602
335266,Person and Vehicle search,0.0,,51.536583,0.038707,Male,25-34,Asian/Asian British - Pakistani,Asian,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.038707 51.536583),4278.0,4279.0,E01003565,Newham 014C,10503.0,4.0,228757.071434021,2050.16371310554,E01003565
335316,Person search,0.0,,51.539189,-0.142008,Male,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.142008 51.539189),845.0,846.0,E01000863,Camden 021A,6114.0,2.0,421541.542396545,3726.27669971424,E01000863
335318,Person and Vehicle search,0.0,,51.571368,-0.391263,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.391263 51.571368),1371.0,1372.0,E01002418,Hillingdon 006A,22256.0,7.0,722633.903686523,4826.21208608666,E01002418
335320,Person and Vehicle search,0.0,,51.571368,-0.391263,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.391263 51.571368),1371.0,1372.0,E01002418,Hillingdon 006A,22256.0,7.0,722633.903686523,4826.21208608666,E01002418
335321,Person and Vehicle search,0.0,,51.571368,-0.391263,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.391263 51.571368),1371.0,1372.0,E01002418,Hillingdon 006A,22256.0,7.0,722633.903686523,4826.21208608666,E01002418
335325,Person and Vehicle search,0.0,,51.571368,-0.391263,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.391263 51.571368),1371.0,1372.0,E01002418,Hillingdon 006A,22256.0,7.0,722633.903686523,4826.21208608666,E01002418
335414,Person and Vehicle search,0.0,,51.583188,-0.058646,Female,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Firearms,Offender given penalty notice,,,2017,10,POINT (-0.058646 51.583188),1033.0,1034.0,E01002078,Haringey 015C,6136.0,2.0,730238.448272705,5009.90376760198,E01002078
335449,Person and Vehicle search,0.0,,51.606742,-0.151816,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.151816 51.606742),159.0,160.0,E01000164,Barnet 022D,10557.0,4.0,1426295.67692566,6458.49701111615,E01000164
335454,Person search,0.0,,51.50149,-0.125503,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.125503 51.50149),5396.0,5397.0,E01004733,Westminster 020C,15991.0,5.0,1172288.57663727,8303.31755917911,E01004733
335460,Person search,0.0,,51.54627,0.004136,Male,over 34,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.004136 51.54627),4325.0,4326.0,E01003616,Newham 012A,8296.0,3.0,376866.66590029,3937.74039557016,E01003616
335534,Person and Vehicle search,0.0,,51.506347,-0.470716,Male,over 34,Asian/Asian British - Indian,Asian,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.470716 51.506347),1477.0,1478.0,E01002529,Hillingdon 029C,13991.0,5.0,660852.820770264,4111.19481755476,E01002529
335567,Person and Vehicle search,0.0,,51.613185,-0.082051,Male,18-24,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.082051 51.613185),2428.0,2429.0,E01001562,Enfield 037D,2725.0,1.0,363922.219535828,2834.57886647214,E01001562
335581,Person and Vehicle search,0.0,,51.537713,0.036292,Male,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (0.036292 51.537713),4279.0,4280.0,E01003566,Newham 014D,7833.0,3.0,255821.847309113,2545.4435281973,E01003566
335595,Person search,0.0,,51.481637,-0.054983,Male,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.054983 51.481637),3684.0,3685.0,E01003988,Southwark 018B,7224.0,3.0,1000113.90916443,6272.18979188305,E01003988
335621,Person search,0.0,,51.527023,-0.095535,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.095535 51.527023),1646.0,1647.0,E01002702,Islington 023B,8242.0,3.0,300380.204986572,2758.83838833381,E01002702
335706,Person search,0.0,,51.501986,-0.159659,Male,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.159659 51.501986),5353.0,5354.0,E01004689,Westminster 019C,17986.0,6.0,4957465.90625,12198.3965535383,E01004689
335764,Person search,0.0,,51.541025,-0.143231,Male,18-24,White - Any other White background,White,Controlled drugs,Offender given penalty notice,,,2017,10,POINT (-0.143231 51.541025),845.0,846.0,E01000863,Camden 021A,6114.0,2.0,421541.542396545,3726.27669971424,E01000863
