,Type,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,Further_outcome,Year,Month,season,geometry,index_right,FID,lsoa11cd,lsoa11nm,IMDRank,IMDDecil,Shape__Area,Shape__Length,LSOA_code
1447913,Person search,0.0,,51.582684,-0.225626,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447914,Person search,0.0,,51.583351,-0.222756,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447915,Person search,0.0,,51.582684,-0.225626,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447916,Person search,0.0,,51.582684,-0.225626,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447917,Person search,0.0,,51.582684,-0.225626,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447918,Person search,0.0,,51.582684,-0.225626,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447919,Person search,0.0,,51.582684,-0.225626,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447920,Person search,0.0,,51.582684,-0.225626,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447921,Person search,0.0,,51.583351,-0.222756,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447922,Person search,0.0,,51.582684,-0.225626,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447923,Person search,0.0,,51.583351,-0.222756,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447924,Person search,0.0,,51.583351,-0.222756,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447925,Person search,0.0,,51.582684,-0.225626,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447926,Person search,0.0,,51.583351,-0.222756,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447927,Person search,0.0,,51.583351,-0.222756,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447928,Person search,0.0,,51.582684,-0.225626,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447929,Person search,0.0,,51.583351,-0.222756,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447930,Person search,0.0,,51.582684,-0.225626,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447931,Person search,0.0,,51.582684,-0.225626,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447932,Person search,0.0,,51.583351,-0.222756,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447933,Person search,0.0,,51.583351,-0.222756,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447934,Person search,0.0,,51.582684,-0.225626,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447935,Person search,0.0,,51.583351,-0.222756,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447936,Person search,0.0,,51.582684,-0.225626,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447937,Person search,0.0,,51.582684,-0.225626,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447938,Person search,0.0,,51.583351,-0.222756,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447939,Person search,0.0,,51.582684,-0.225626,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447940,Person search,0.0,,51.583351,-0.222756,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447941,Person search,0.0,,51.583351,-0.222756,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447942,Person search,0.0,,51.583351,-0.222756,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447943,Person search,0.0,,51.583351,-0.222756,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447944,Person search,0.0,,51.582684,-0.225626,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447945,Person search,0.0,,51.583351,-0.222756,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447946,Person search,0.0,,51.583351,-0.222756,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447947,Person search,0.0,,51.582684,-0.225626,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447948,Person search,0.0,,51.582684,-0.225626,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.225626 51.582684),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1447949,Person search,0.0,,51.583351,-0.222756,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1447950,Person search,0.0,,51.583351,-0.222756,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.222756 51.583351),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1448160,Person and Vehicle search,0.0,,51.58196,-0.227068,Male,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Black,Offensive weapons,A no further action disposal,,,1,2022,8,2,POINT (-0.227068 51.58196),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1448197,Vehicle search,0.0,,51.585718,-0.228221,,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.228221 51.585718),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
1448198,Person and Vehicle search,0.0,,51.585718,-0.228221,Male,18-24,Mixed/Multiple ethnic groups - White and Black African,White,Controlled drugs,Community resolution,,,1,2022,8,2,POINT (-0.228221 51.585718),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
1448207,Person and Vehicle search,0.0,,51.590652,-0.226239,Male,25-34,Black/African/Caribbean/Black British - African,Black,Offensive weapons,Arrest,,,1,2022,8,2,POINT (-0.226239 51.590652),239.0,240.0,E01000244,Barnet 032D,18293.0,6.0,573826.639297485,7078.93659219137,E01000244
1453779,Person search,0.0,,51.582479,-0.216829,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.216829 51.582479),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1454430,Person and Vehicle search,0.0,,51.589405,-0.221369,Male,18-24,Other ethnic group - Not stated,White,Controlled drugs,A no further action disposal,,,1,2022,8,2,POINT (-0.221369 51.589405),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
1455339,Person and Vehicle search,0.0,,51.58398,-0.219181,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Stolen goods,A no further action disposal,,,1,2022,8,2,POINT (-0.219181 51.58398),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1458826,Person search,0.0,,51.577519,-0.218827,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Evidence of offences under the Act,A no further action disposal,,,1,2022,9,3,POINT (-0.218827 51.577519),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1461410,Vehicle search,0.0,,51.573605,-0.232964,,,,,Evidence of offences under the Act,A no further action disposal,,,1,2022,9,3,POINT (-0.232964 51.573605),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
1462623,Person search,0.0,,51.576707,-0.238919,Male,,Other ethnic group - Not stated,Other,Evidence of offences under the Act,A no further action disposal,,,1,2022,9,3,POINT (-0.238919 51.576707),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1462732,Person search,0.0,,51.580272,-0.242823,Male,18-24,Other ethnic group - Any other ethnic group,Other,Controlled drugs,Summons / charged by post,,,1,2022,9,3,POINT (-0.242823 51.580272),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1462733,Person search,0.0,,51.580272,-0.242823,Male,18-24,Asian/Asian British - Any other Asian background,Other,Controlled drugs,A no further action disposal,,,1,2022,9,3,POINT (-0.242823 51.580272),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1462945,Person search,0.0,,51.592605,-0.229339,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,A no further action disposal,,,1,2022,9,3,POINT (-0.229339 51.592605),236.0,237.0,E01000241,Barnet 031C,23646.0,8.0,863842.577667236,6814.90840700743,E01000241
1462960,Person search,0.0,,51.589118,-0.226501,Male,,Other ethnic group - Not stated,White,Controlled drugs,A no further action disposal,,,1,2022,9,3,POINT (-0.226501 51.589118),239.0,240.0,E01000244,Barnet 032D,18293.0,6.0,573826.639297485,7078.93659219137,E01000244
1464755,Person search,0.0,,51.580272,-0.242823,Male,over 34,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Community resolution,,,1,2022,9,3,POINT (-0.242823 51.580272),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1465020,Person search,0.0,,51.576707,-0.238919,Male,over 34,Other ethnic group - Not stated,Asian,Controlled drugs,A no further action disposal,,,1,2022,9,3,POINT (-0.238919 51.576707),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1465315,Person and Vehicle search,0.0,,51.577072,-0.231502,Male,18-24,Other ethnic group - Not stated,Other,Controlled drugs,Arrest,,,1,2022,9,3,POINT (-0.231502 51.577072),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1466218,Person and Vehicle search,0.0,,51.589405,-0.221369,Female,over 34,White - Any other White background,White,Stolen goods,Arrest,,,1,2022,9,3,POINT (-0.221369 51.589405),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
1466220,Person and Vehicle search,0.0,,51.589405,-0.221369,Male,18-24,White - Any other White background,White,Stolen goods,Arrest,,,1,2022,9,3,POINT (-0.221369 51.589405),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
1466221,Person and Vehicle search,0.0,,51.589405,-0.221369,Male,over 34,White - Any other White background,White,Stolen goods,Arrest,,,1,2022,9,3,POINT (-0.221369 51.589405),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
1466222,Person and Vehicle search,0.0,,51.589405,-0.221369,Male,10-17,White - Any other White background,White,Stolen goods,Arrest,,,1,2022,9,3,POINT (-0.221369 51.589405),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
1466243,Person search,0.0,,51.590848,-0.224326,Male,10-17,White - Any other White background,White,Offensive weapons,Arrest,,,1,2022,9,3,POINT (-0.224326 51.590848),239.0,240.0,E01000244,Barnet 032D,18293.0,6.0,573826.639297485,7078.93659219137,E01000244
1467089,Person search,0.0,,51.577668,-0.231666,Male,25-34,White - Any other White background,White,Stolen goods,Arrest,,,1,2022,9,3,POINT (-0.231666 51.577668),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
1468199,Person search,0.0,,51.58196,-0.227068,Male,over 34,Asian/Asian British - Any other Asian background,Asian,Firearms,A no further action disposal,,,1,2022,9,3,POINT (-0.227068 51.58196),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1469926,Person search,0.0,,51.589405,-0.221369,Male,25-34,Other ethnic group - Not stated,Asian,Controlled drugs,A no further action disposal,,,1,2022,10,3,POINT (-0.221369 51.589405),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
